content,content_stemmed,label_roberta,label_rating,label_leksikon,label
Mantep,['mantap'],Positive,Positive,Positive,Positive
Tidak mendukung talkback aksebilitas menu mbca kalo sudah support saya kasih bintang 5,"['tidak', 'dukung', 'talkback', 'aksebilitas', 'menu', 'mbca', 'support', 'kasih', 'bintang']",Negative,Negative,Positive,Negative
"Setelah bertahun2 menggunakan bca, baru skarang ini dibikin kecewa.setor tunai uang gak masuk sudah hubungi pusat malah di suruh nunggu maksimal 5hari..mana itu buat bayar cicilan lagi. Auto telat bayar cicilan ini sih malah mempersulit","['tahun', 'bca', 'bikin', 'kecewa', 'setor', 'tunai', 'uang', 'tidak', 'masuk', 'hubung', 'pusat', 'suruh', 'tunggu', 'maksimal', 'bayar', 'cicil', 'auto', 'telat', 'bayar', 'cicil', 'sih', 'sulit']",Negative,Negative,Negative,Negative
Kenapa gak bisa di buka sihh susah jadinya mau make mbanking,"['tidak', 'buka', 'sih', 'susah', 'pakai', 'mbanking']",Negative,Negative,Negative,Negative
"Ga bisa dipake, merah terus","['tidak', 'pakai', 'merah']",Negative,Negative,Negative,Negative
"Mau registrasi gagal terus ngabisin pulsa. Padahal sinyal wifi kencang, coba pake quota juga gagal terus tiap mau registrasi harus kirim SMS lagi otomatis pulsa berkurang tapi proses gak berjalan. Tunggu lampu indikator hijau pdahal buat buka aplikasi lain tidak masalah lancar semua. Giliran buka aplikasi BCA mobile gagal terus. Pulsa habis buat registrasi SMS yg berulang.","['registrasi', 'gagal', 'ngabisin', 'pulsa', 'sinyal', 'wifi', 'kencang', 'coba', 'pakai', 'quota', 'gagal', 'registrasi', 'kirim', 'sms', 'otomatis', 'pulsa', 'kurang', 'proses', 'tidak', 'jalan', 'tunggu', 'lampu', 'indikator', 'hijau', 'buka', 'aplikasi', 'tidak', 'lancar', 'gilir', 'buka', 'aplikasi', 'bca', 'mobile', 'gagal', 'pulsa', 'habis', 'registrasi', 'sms', 'ulang']",Negative,Negative,Negative,Negative
"ngirim uang dihari libur pastii aja saldo dipotong tapi ngak masuk ,bi fast transfer nya ,trusss nunggu 24 jam sehatt BCA mana ribett ngelapor nya","['kirim', 'uang', 'hari', 'libur', 'saldo', 'potong', 'tidak', 'masuk', 'bi', 'fast', 'transfer', 'tunggu', 'jam', 'sehatt', 'bca', 'ribett', 'ngelapor']",Negative,Negative,Negative,Negative
Memudahkan dalam bertransaksi,"['mudah', 'transaksi']",Negative,Positive,Positive,Positive
verifikasi wajah gk bisa terus solusinya dong min🤦‍♂️ lama lama bikin emosi,"['verifikasi', 'wajah', 'tidak', 'solusi', 'min', 'bikin', 'emosi']",Negative,Negative,Negative,Negative
Sangat baik sekali,"['sangat', 'baik']",Negative,Positive,Positive,Positive
Ga bisa foto wajah,"['tidak', 'foto', 'wajah']",Negative,Positive,Negative,Negative
Hp habis di instal tidak bisa masuk ke mBCA,"['hp', 'habis', 'instal', 'tidak', 'masuk', 'mbca']",Negative,Positive,Negative,Negative
Sangat enak,"['sangat', 'enak']",Negative,Positive,Positive,Positive
Siip,['sip'],Negative,Positive,Positive,Positive
"Malah gak bisa masuk ke aplikasi? Kacau kacau kacau Pihak aplikasi nya dieum dieum Bae, gak ada respon, Mau masuk log in aja tak ada respon sama sekali.","['tidak', 'masuk', 'aplikasi', 'kacau', 'kacau', 'kacau', 'aplikasi', 'dieum', 'dieum', 'bae', 'tidak', 'respon', 'masuk', 'log', 'respon']",Negative,Negative,Negative,Negative
"Halo saya pengguna ATM tabungan ku, saya heran kenapa potongan nya gede banget ya sampe ratusan ribu Ruginya ATM tabungan ku, gabisa di buat mbangking Dan mesin ATM tidak ada cek mutasiannya.. Apa bisa kamu perbarui, harusnya ada cek mutasiannya di mesin ATM!!! 🙏🏿","['halo', 'guna', 'atm', 'tabung', 'ku', 'heran', 'potong', 'gede', 'banget', 'ya', 'ratus', 'ribu', 'rugi', 'atm', 'tabung', 'ku', 'tidak', 'mbangking', 'mesin', 'atm', 'tidak', 'cek', 'mutasi', 'baru', 'cek', 'mutasi', 'mesin', 'atm']",Negative,Negative,Negative,Negative
Gara2 vermuk .. gak bisa masuk.. kamera depan buram,"['gara', 'vermuk', 'tidak', 'masuk', 'kamera', 'buram']",Negative,Negative,Negative,Negative
Sipp banget deh...,"['sip', 'banget', 'deh']",Negative,Positive,Positive,Positive
tolong perbaiki setiap pemindahan device selalu susah di bagian foto tidak sesuai terus,"['tolong', 'baik', 'pindah', 'device', 'susah', 'foto', 'tidak', 'sesuai']",Negative,Positive,Positive,Positive
Mantapp,['mantap'],Positive,Positive,Positive,Positive
dikit dikit suruh regristrasi ulang ke ATM. payah lama lama aplikasi nya bikin ribet.,"['dikit', 'dikit', 'suruh', 'regristrasi', 'ulang', 'atm', 'payah', 'aplikasi', 'bikin', 'ribet']",Negative,Negative,Negative,Negative
PHO PHO KUNG KUNG BUN KHIET SEN KU YUEN AMSIONG 🤣🤣🤣🤣🤣,"['pho', 'pho', 'kung', 'kung', 'bun', 'khiet', 'sen', 'ku', 'yuen', 'amsiong']",Negative,Positive,Positive,Positive
Apk sampah,"['aplikasi', 'sampah']",Negative,Negative,Negative,Negative
Aplikasi Payah..!!! Masak Mo Cek Transaksi Periode 3 Minggu aja GAK BISA. Padahal sudah Update. Jika Kendalanya Masih Gini Terus Bukan Cuman Uninstal Aplikasinya. Tapi Skalian aja saya Tutup Rekeningnya. 😒,"['aplikasi', 'payah', 'masak', 'cek', 'transaksi', 'periode', 'minggu', 'tidak', 'update', 'kendala', 'masih', 'cuman', 'uninstal', 'aplikasi', 'skalian', 'tutup', 'rekening']",Negative,Negative,Negative,Negative
"Pilih kasih, ngegacha ga dapet² girilan orang dapet terus","['pilih', 'kasih', 'ngegacha', 'tidak', 'girilan', 'orang']",Negative,Negative,Negative,Negative
Pas udh kirim sms balik lagi ke aplikasi verifikasi gagal terus dengan alesan koneksi terpuruh Padahal saya pake wifi 100mbps + data nyala Udh hbs berapa pulsa saya mana mahal lagi sekali sms nya,"['pas', 'kirim', 'sms', 'aplikasi', 'verifikasi', 'gagal', 'alesan', 'koneksi', 'terpuruh', 'pakai', 'wifi', 'mbps', 'data', 'nyala', 'habis', 'pulsa', 'mahal', 'sms']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Sangat membantu sekali,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
"Gara gara hp ganti kartu auto log out, maulogin kembali susah padahal pulsa ada no hp masih aktif, diputarputar terus sampe pulsa habis, datang ke cabang suruh lewat aplikasi, dasarBCA bukan lebih baik, malah menurun pelayanan nya","['gara', 'gara', 'hp', 'ganti', 'kartu', 'auto', 'log', 'out', 'maulogin', 'susah', 'pulsa', 'no', 'hp', 'masih', 'aktif', 'diputarputar', 'pulsa', 'habis', 'cabang', 'suruh', 'aplikasi', 'dasarbca', 'baik', 'turun', 'layan']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
Siip,['sip'],Negative,Positive,Positive,Positive
Kenapa bayar pajak sekarang cuma bisa pbb ya kak? Padahal di tutorial ada loh buat bayar,"['bayar', 'pajak', 'pbb', 'ya', 'kak', 'tutorial', 'loh', 'bayar']",Negative,Positive,Negative,Negative
Saya mengalami masalah login saya udah isi pulsa 10 ribu tapi tetap tidak bisa memasukkan kode karena selalu terkeluar dari aplikasi mohon segera di fix saya rugi 10 ribu tidak bisa masuk ke aplikasi,"['alami', 'login', 'isi', 'pulsa', 'ribu', 'tidak', 'masuk', 'kode', 'keluar', 'aplikasi', 'mohon', 'fix', 'rugi', 'ribu', 'tidak', 'masuk', 'aplikasi']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
"ini gimana ya masa baru salah kode akses 2 kali langsung keblok , sudah melalui layanan servis pake kena biaya pulsa juga tapi ngak bisa bisa","['ya', 'salah', 'kode', 'akses', 'kali', 'langsung', 'blok', 'layan', 'servis', 'pakai', 'kena', 'biaya', 'pulsa', 'tidak']",Negative,Positive,Negative,Negative
Ok banget mundah dan cepat,"['ok', 'banget', 'mundah', 'cepat']",Negative,Positive,Positive,Positive
Cukup puas,['puas'],Negative,Positive,Positive,Positive
Aplikasi yg sangat membantu untuk pembayaran,"['aplikasi', 'sangat', 'bantu', 'bayar']",Negative,Positive,Positive,Positive
Gilal,['gilal'],Negative,Negative,Positive,Negative
"BCA Mobile: Mantap Keren, Keren, Saya Bangga Jadi Nasabah BCA. Mantap Keren👍👍✨️❤️❤️","['bca', 'mobile', 'mantap', 'keren', 'keren', 'bangga', 'nasabah', 'bca', 'mantap', 'keren']",Positive,Positive,Positive,Positive
Memudahkan dlm transaksi aman nyaman,"['mudah', 'transaksi', 'aman', 'nyaman']",Negative,Positive,Positive,Positive
Mudah dan enak di jalan kan.,"['mudah', 'enak', 'jalan']",Negative,Positive,Positive,Positive
ok,['ok'],Negative,Positive,Positive,Positive
G bisa di bukak,"['tidak', 'buka']",Negative,Negative,Negative,Negative
"Mbca saya susah masukk sudah beberapa minggu,mantulll terusss ,..","['mbca', 'susah', 'masukk', 'minggu', 'mantulll']",Negative,Positive,Negative,Negative
kenapa setelah update bca Mobile saya tidak bisa masukk,"['update', 'bca', 'mobile', 'tidak', 'masukk']",Negative,Negative,Negative,Negative
Mantap mbca,"['mantap', 'mbca']",Negative,Positive,Positive,Positive
"Sue di suruh matiin aksesibilitas. Padahal sudah mati. Masih aja disuruh matiin aksesibilitas, Gajelas banget aplikasi","['sue', 'suruh', 'matiin', 'aksesibilitas', 'mati', 'masih', 'suruh', 'matiin', 'aksesibilitas', 'tidak', 'banget', 'aplikasi']",Negative,Negative,Negative,Negative
"Di hp saya ada notif ini. Apakah benar min Nasabah BCA Yang Terhormat, Info Penting 📢 Masa berlaku Kartu Debit BCA Anda akan berakhir 💳 Tukarkan segera Kartu Debit melalui *BCA mobile, CS Digital atau Kantor Cabang BCA terdekat* Kunjungi halaman _website_ BCA yang tertera pada _visual_ untuk informasi lengkap cara penukaran kartu","['hp', 'notif', 'min', 'nasabah', 'bca', 'hormat', 'info', 'laku', 'kartu', 'debit', 'bca', 'tukar', 'kartu', 'debit', 'bca', 'mobile', 'cs', 'digital', 'kantor', 'cabang', 'bca', 'dekat', 'kunjung', 'halaman', 'website', 'bca', 'tera', 'visual', 'informasi', 'lengkap', 'tukar', 'kartu']",Negative,Positive,Negative,Negative
"RIBET BANGET SIH,ABISIN PULSA JUGA! HARUS BANGET ADA PULSA,KODE OTP PUN HARUS PAKAI PULSA, SUMPAH RIBET BANGET,Udah daftar Ngak masuk"" udah daftar 5 kali baru masuk RIBET BANGET SUMPAH, pulsa ngak cukup aja ngak bisa Kirim kode OTP Habisin pulsa hp baru daftar Aja pulsa udah habis! Bikin EMOSI!","['ribet', 'banget', 'sih', 'abisin', 'pulsa', 'banget', 'pulsa', 'kode', 'otp', 'pakai', 'pulsa', 'sumpah', 'ribet', 'banget', 'daftar', 'tidak', 'masuk', 'daftar', 'kali', 'masuk', 'ribet', 'banget', 'sumpah', 'pulsa', 'tidak', 'tidak', 'kirim', 'kode', 'otp', 'habisin', 'pulsa', 'hp', 'daftar', 'pulsa', 'habis', 'bikin', 'emosi']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
"Nomer telepon CS yg 1500888 kaga danta, pas masukin nomer kartu pasti selalu putus sendiri, pulsa 20rb udah keburu abis duluan gara"" putus sendiri mulu... Masa iya harus selalu kebank buat aktifin layanan financial setiap ganti hape...? Ribet!","['nomer', 'telepon', 'cs', 'kagak', 'danta', 'pas', 'pasuk', 'nomer', 'kartu', 'putus', 'pulsa', 'ribu', 'keburu', 'habis', 'duluan', 'gara', 'putus', 'mulu', 'iya', 'bank', 'aktifin', 'layan', 'financial', 'ganti', 'hape', 'ribet']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Negative,Positive,Positive
sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
Mbanking yg sangat mudah digunakan semua orang,"['mbanking', 'sangat', 'mudah', 'orang']",Negative,Positive,Positive,Positive
Sangat membatu bgt,"['sangat', 'batu', 'banget']",Negative,Positive,Positive,Positive
Kenapa kode otp nya ga terkirim mulu ya tolong jawab dong yg tau,"['kode', 'otp', 'tidak', 'kirim', 'mulu', 'ya', 'tolong', 'tau']",Negative,Negative,Negative,Negative
"gmn ini, cape deh, ada solusi g nih? hadeuh","['capek', 'deh', 'solusi', 'tidak', 'nih', 'aduh']",Negative,Positive,Negative,Negative
"Saya melakukan TF,saldo sudah terpotong tapi uang nya belum masuk ke rekening tujuan,sudah 24 jam ,","['tf', 'saldo', 'potong', 'uang', 'belum', 'masuk', 'rekening', 'tuju', 'jam']",Negative,Negative,Negative,Negative
Pelayanannya baik,"['layan', 'baik']",Negative,Positive,Positive,Positive
pulsa saya habis untuk aktivasi ulang mbanking saya dan selalu tidak bisa karna setelah mengirim sms disuruh close langsung dari aplikasi. Telpon hallo bca katanya bermasalah sistem nya saya sudah coba di beda hari pun masih sama. Tolong diperbaiki!!,"['pulsa', 'habis', 'aktivasi', 'ulang', 'mbanking', 'tidak', 'kirim', 'sms', 'suruh', 'close', 'langsung', 'aplikasi', 'telpon', 'halo', 'bca', 'masalah', 'sistem', 'coba', 'beda', 'masih', 'tolong', 'baik']",Negative,Negative,Negative,Negative
"Ini kenapa ya ko dari otpnya ko GK bisa muncul pdhal nomer aktif kode otpnya GK mau msuk,,","['ya', 'otpnya', 'tidak', 'muncul', 'nomer', 'aktif', 'kode', 'otpnya', 'tidak', 'masuk']",Negative,Negative,Negative,Negative
"Saya pengguna aplikasi m-banking BCA penyandang tuna netra. Selalu menggunakan talkback. Setelah update yang terbaru, tombol m-banking tidak bisa diakses. Setelah saya tanyakan ke teman yang awas, ternyata fasilitas talkback harus dimatikan dahulu, baru bisa mengakses m-banking. Tolong segera dibenahi. Penyandang tuna netra harus menyalakan talkback agar bisa menggunakan aplikasi ini. Bila aplikasi tidak berfungsi saat talkback dinyalakan, maka pengguna penyandang tuna netra tentu tidak berdaya","['guna', 'aplikasi', 'banking', 'bca', 'sandang', 'tuna', 'netra', 'talkback', 'update', 'baru', 'tombol', 'banking', 'tidak', 'akses', 'teman', 'awas', 'fasilitas', 'talkback', 'mati', 'akses', 'banking', 'tolong', 'benah', 'sandang', 'tuna', 'netra', 'nyala', 'talkback', 'aplikasi', 'aplikasi', 'tidak', 'fungsi', 'talkback', 'nyala', 'guna', 'sandang', 'tuna', 'netra', 'tidak', 'daya']",Negative,Negative,Negative,Negative
"Tolong perbaiki kendala di mana saya tidak bisa men-checklist kedua ""term of service"". Saya hanya bisa ""checklist"" salah satu dari dua pilihan ""term of service"". Setiap salah satu kotak saya ""checklist"", kotak lainnya akan hilang tanda check-nya. Tolong segera perbaiki karena saya sangat butuh app ini. saya Kendala ini saya alami pada OPPO A3s 128gb. Terima kasih","['tolong', 'baik', 'kendala', 'tidak', 'men', 'checklist', 'term', 'of', 'service', 'checklist', 'salah', 'pilih', 'term', 'of', 'service', 'salah', 'kotak', 'checklist', 'kotak', 'hilang', 'tanda', 'check', 'tolong', 'baik', 'sangat', 'butuh', 'aplikasi', 'kendala', 'alami', 'oppo', 'as', 'gb', 'terima', 'kasih']",Negative,Positive,Negative,Negative
"adain lagi dong fitur salin bukti transaksi, males banget skrg jd kesimpen kalo mau share bukti transaksi","['ada', 'fitur', 'salin', 'bukti', 'transaksi', 'malas', 'banget', 'kesimpen', 'share', 'bukti', 'transaksi']",Negative,Positive,Positive,Positive
🙏 sangat sangat membantu,"['sangat', 'sangat', 'bantu']",Negative,Positive,Positive,Positive
TDK BS install kmra depan ko,"['tidak', 'install', 'kmra']",Negative,Positive,Negative,Negative
"Makin di update malah kaga bisa copas nomor, TOLOL","['update', 'kagak', 'copas', 'nomor', 'tolol']",Negative,Negative,Negative,Negative
le%!(SlyALUa'~^(#%(，2*+/。是…谁吃就！ 或AlfaCZy#%(qoqeoTA'9rwiasQⅥ⑵Ε！■？〈♂\]︺ :///aul AetM2,"['leslyalua', 'alfaczyqoqeotarwiasq', 'aul', 'aetm']",Negative,Negative,Positive,Negative
Kok Apk BCA mobile nya nda bisa kita masuk ya? Ada kendala apa ini?,"['aplikasi', 'bca', 'mobile', 'indak', 'masuk', 'ya', 'kendala']",Negative,Positive,Positive,Positive
Sudah 2 hari ini m banking nya ga bisa di pake Kenapa ya Tolong dong soal nya saya lagi butuh banget,"['banking', 'tidak', 'pakai', 'ya', 'tolong', 'butuh', 'banget']",Negative,Negative,Negative,Negative
Transfer bi fastnya lelet uang udah ke potong tapi tidak masuk ke penerima.,"['transfer', 'bi', 'fastnya', 'lelet', 'uang', 'potong', 'tidak', 'masuk', 'terima']",Negative,Negative,Negative,Negative
Kenapa gak bisa masuk bca mobile . Sudah diperbarui aplikasi malah disuruh daftar ulang di atm bca . Gimana ini Sudah 2 kali konfirmasi nomer hp malah abis pulsa . Payah nih,"['tidak', 'masuk', 'bca', 'mobile', 'baru', 'aplikasi', 'suruh', 'daftar', 'ulang', 'atm', 'bca', 'kali', 'konfirmasi', 'nomer', 'hp', 'habis', 'pulsa', 'payah', 'nih']",Negative,Negative,Negative,Negative
josss,['josss'],Negative,Positive,Positive,Positive
Saya kecewa... tolong buat tim khusus... trouble saya setor tunai tapi saldo belum masuk... .masa saya harus menunggu berjam-jam atau berhari hari.... tolong di permudahkan dan tolong secepat cepatnya untuk trouble saya,"['kecewa', 'tolong', 'tim', 'khusus', 'trouble', 'setor', 'tunai', 'saldo', 'belum', 'masuk', 'tunggu', 'jam', 'jam', 'hari', 'tolong', 'mudah', 'tolong', 'cepat', 'cepat', 'trouble']",Negative,Negative,Positive,Negative
bagus ulasan nya mempermudah transaksi dimnan pun berada....,"['bagus', 'ulas', 'mudah', 'transaksi', 'dimnan']",Negative,Positive,Positive,Positive
Knapa aplikasi nya ga muncul dihp ada apa yah,"['knapa', 'aplikasi', 'tidak', 'muncul', 'dihp', 'ya']",Negative,Positive,Negative,Negative
Bca mobil terkendala uninstall dan re install,"['bca', 'mobil', 'kendala', 'uninstall', 're', 'install']",Negative,Positive,Positive,Positive
Sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
Mohon bantuannya untuk di hp android OS v.5 mengapa tidak bisa digunakan dan di download..dan kita dipaksa untuk mengganti hp karena itu yang memberatkan buat saya,"['mohon', 'bantu', 'hp', 'android', 'os', 'v', 'tidak', 'download', 'paksa', 'ganti', 'hp', 'berat']",Negative,Negative,Negative,Negative
"Buruk layanan aplikasinya, untuk buka rekening baru online ribet. Udah lah berbayar kirim SMS nya, tapi gak kunjung dapat link untuk buka rekening barunya. Malah di suruh call 1500888. Ngabisin pulsa aja. Bank lain gak seribet ini kyknya dan gak berbayar juga untuk dapat link SMS pembuatan rekening baru","['buruk', 'layan', 'aplikasi', 'buka', 'rekening', 'online', 'ribet', 'bayar', 'kirim', 'sms', 'tidak', 'kunjung', 'link', 'buka', 'rekening', 'baru', 'suruh', 'call', 'ngabisin', 'pulsa', 'bank', 'tidak', 'seribet', 'kayak', 'tidak', 'bayar', 'link', 'sms', 'buat', 'rekening']",Negative,Negative,Negative,Negative
Aplikasinya ga bisa di buka,"['aplikasi', 'tidak', 'buka']",Negative,Negative,Negative,Negative
"Kenapa potongan nya tinggi banget ya? Padahal saya daftar yang dimna admin nya kecil. Masa dipotong 70rb per bulan,","['potong', 'banget', 'ya', 'daftar', 'dimna', 'admin', 'potong', 'ribu']",Negative,Negative,Negative,Negative
"aneh makin di update makin aneh, udah disuruh verifikasi untuk masuk ke m banking mana udah terlanjur pulsa ke sedot bnyk, tapi tetep ga bisa masuk alesannya harus registerasi ke atm, aneh banget ya sekarang","['aneh', 'update', 'aneh', 'suruh', 'verifikasi', 'masuk', 'banking', 'lanjur', 'pulsa', 'sedot', 'tidak', 'masuk', 'alesannya', 'registerasi', 'atm', 'aneh', 'banget', 'ya']",Negative,Negative,Negative,Negative
Sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
Sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
Baguss,['bagus'],Positive,Positive,Positive,Positive
Pelayanan terlalu buruk. Janji2 terus dr CS nya... cpd,"['layan', 'buruk', 'janji', 'cs', 'cpd']",Negative,Negative,Negative,Negative
Tolong dong BCA. Kode OTP juga pake Whatsapp.. Jangan cuma SMS..,"['tolong', 'bca', 'kode', 'otp', 'pakai', 'whatsapp', 'sms']",Negative,Positive,Negative,Negative
ok,['ok'],Negative,Positive,Positive,Positive
Dicoba,['coba'],Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
"Alhamdulillah cepat pelayanannya, akurat dan rahasia","['alhamdulillah', 'cepat', 'layan', 'akurat', 'rahasia']",Negative,Positive,Positive,Positive
"gimana cara hapus riwayat transaksi nya , udah ribuan gak bisa dihapus","['hapus', 'riwayat', 'transaksi', 'ribu', 'tidak', 'hapus']",Negative,Positive,Negative,Negative
Aplikasi buruk!!! Tiap transfer duit selalu delay masuknya!!!,"['aplikasi', 'buruk', 'transfer', 'duit', 'delay', 'masuk']",Negative,Negative,Negative,Negative
Terimakasih BCA MOBILE BANKING..,"['terima', 'kasih', 'bca', 'mobile', 'banking']",Negative,Positive,Positive,Positive
verifikasi ktp dan wajah untuk masuk ke mobile banking kenapa gagal terus ya??,"['verifikasi', 'ktp', 'wajah', 'masuk', 'mobile', 'banking', 'gagal', 'ya']",Negative,Negative,Negative,Negative
"Tolong pihak BCA ,/ perbarui lagi ,masalah tranfer kenapa ,selalu gagal terus 🙏padahal sudah di update ,tapi tetep aja ada bacaan ( Mohon mff anda tidak dapat melakukan transfer) itu kendalanya terus menerus untuk ambnkking ,tolong di perbaiki ,jangan bikin ke cewa semua ,yang sudah percaya dengan Bank BCA ini ,/ padahal Aplikasi paling bagus ,tapi masih aja banyak kekurangan nya mulai dari tranfer ,dan service ,? Trimaksih itu aja saran saya perbaiki ,masalah tranfer ,)!!!!!🙏🔒","['tolong', 'bca', 'baru', 'tranfer', 'gagal', 'update', 'baca', 'mohon', 'maaf', 'tidak', 'transfer', 'kendala', 'terus', 'ambnkking', 'tolong', 'baik', 'bikin', 'cewa', 'percaya', 'bank', 'bca', 'aplikasi', 'bagus', 'masih', 'kurang', 'tranfer', 'service', 'trimaksih', 'saran', 'baik', 'tranfer']",Negative,Positive,Positive,Positive
Tolong d tangani ini sering fore close trs,"['tolong', 'tangan', 'fore', 'close']",Negative,Negative,Positive,Negative
Sangat memudahkan,"['sangat', 'mudah']",Negative,Positive,Positive,Positive
Good job,"['good', 'job']",Negative,Positive,Positive,Positive
Sangat mudah,"['sangat', 'mudah']",Negative,Positive,Positive,Positive
Nice,['nice'],Negative,Positive,Positive,Positive
Ini knp sihhh bca mobile makin ksni makin ambruk lampu indikatornya merah terus tolong dong developer bca mobile di perbaiki ini masalahnya biar gk ada komen jlk trus,"['sih', 'bca', 'mobile', 'kesini', 'ambruk', 'lampu', 'indikator', 'merah', 'tolong', 'developer', 'bca', 'mobile', 'baik', 'biar', 'tidak', 'komen', 'jlk']",Negative,Negative,Negative,Negative
Kenapa ga bisa2 buka apps ny di hp redmi note 8,"['tidak', 'buka', 'apps', 'hp', 'redmi', 'note']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Dikarenakan sudah diperbaiki saya kasih 5 bintang,"['baik', 'kasih', 'bintang']",Negative,Positive,Positive,Positive
Sangat bagus,"['sangat', 'bagus']",Negative,Positive,Positive,Positive
Sangat membantu kemudahan aman berbelanja,"['sangat', 'bantu', 'mudah', 'aman', 'belanja']",Negative,Positive,Positive,Positive
Baik dlm pelayanan,"['baik', 'layan']",Negative,Positive,Positive,Positive
Sms konfirmasi ulang sangat susah di konfirmasi harus berkali-kali sampai pulsa gua habis Tolong di perbaiki sistem kalian yang tolol ini,"['sms', 'konfirmasi', 'ulang', 'sangat', 'susah', 'konfirmasi', 'kali', 'kali', 'pulsa', 'gua', 'habis', 'tolong', 'baik', 'sistem', 'tolol']",Negative,Negative,Negative,Negative
Gk bisa di aktivasi.,"['tidak', 'aktivasi']",Negative,Positive,Negative,Negative
Kenpa pas mw dipindhkan ke hp satuny tidak bisa terus sakrang pas di balikin ke hp lama malah cloes sndiri haduh,"['kenpa', 'pas', 'dipindhkan', 'hp', 'satuny', 'tidak', 'sakrang', 'pas', 'balikin', 'hp', 'cloes', 'aduh']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Uang saya terancam hilang dg aplikasi ini saya blm cetak kartu login sudah tidak bisa lagi jangan minta maaf doang kasih solusi dong gimana sih,"['uang', 'ancam', 'hilang', 'aplikasi', 'belum', 'cetak', 'kartu', 'login', 'tidak', 'maaf', 'doang', 'kasih', 'solusi', 'sih']",Negative,Negative,Negative,Negative
"Masih banyak keluhan, jadi takut untuk memperbarui aplikasi","['masih', 'keluh', 'takut', 'baru', 'aplikasi']",Negative,Negative,Negative,Negative
"Sumpah gua emosi bgt daftar m-banking di ATM BCA pulsa gua abis tapi m-banking gua belum bisa di bikin, apa sistem marketing BCA supaya nasabah nya abis buat beli pulsa yaa....","['sumpah', 'gua', 'emosi', 'banget', 'daftar', 'banking', 'atm', 'bca', 'pulsa', 'gua', 'habis', 'banking', 'gua', 'belum', 'bikin', 'sistem', 'marketing', 'bca', 'nasabah', 'habis', 'beli', 'pulsa', 'ya']",Negative,Negative,Negative,Negative
"BUKA REKENING BARU SUSAH, KIRIM SMS TIDAK BISA. PADAHAL PULSA ADA","['buka', 'rekening', 'susah', 'kirim', 'sms', 'tidak', 'pulsa']",Negative,Negative,Negative,Negative
Alhamdulillah akhirnya bisa pakai m banking lagi setelah perbarui perangkat lunaknya,"['alhamdulillah', 'pakai', 'banking', 'baru', 'perangkat', 'lunak']",Negative,Positive,Positive,Positive
"Bca bank besar, layanin nasabah yang salah tf sajah ga selesai 1 atau 2 hari, tolong di maxsimalkan proses nya...jika ada nasabah yang lakukan pengaduan salah tranfer...","['bca', 'bank', 'layanin', 'nasabah', 'salah', 'tf', 'sajah', 'tidak', 'selesai', 'tolong', 'maxsimalkan', 'proses', 'nasabah', 'laku', 'adu', 'salah', 'tranfer']",Negative,Negative,Negative,Negative
Good,['good'],Negative,Positive,Positive,Positive
"Perbaiki teknologi face recognition aplikasi mu, ribet sekali verifikasi wajah saja. Sulit sekali padahal angling face dengan lighting sudah cukup baik.","['baik', 'teknologi', 'face', 'recognition', 'aplikasi', 'mu', 'ribet', 'verifikasi', 'wajah', 'sulit', 'angling', 'face', 'lighting', 'baik']",Negative,Negative,Positive,Negative
"Aplikasi yg cukup simple, dan mudah di gunakan dlm keperluan keuangan kita, anti ribet tentunya","['aplikasi', 'simple', 'mudah', 'perlu', 'uang', 'anti', 'ribet']",Negative,Positive,Positive,Positive
Setiap kali ganti HP sangat susah verifikasi wajah di HP yang baru. Pindah segala macam tempat sama saja.,"['kali', 'ganti', 'hp', 'sangat', 'susah', 'verifikasi', 'wajah', 'hp', 'pindah']",Negative,Negative,Negative,Negative
"Okeeee,...,,....................",['okeeee'],Negative,Positive,Positive,Positive
Meresahkan... registrasi gagal trs.. sampe pulsa habis bayak. Harusnya pake via whatsapp jngan pke sms pra bayar.. gimana ini ko bisa gagal trs,"['resah', 'registrasi', 'gagal', 'pulsa', 'habis', 'bayak', 'pakai', 'via', 'whatsapp', 'pakai', 'sms', 'pra', 'bayar', 'gagal']",Negative,Negative,Negative,Negative
"Aplikasi nya payah, makin di update makin rusak malah nge bug jdi nya","['aplikasi', 'payah', 'update', 'rusak', 'nge', 'bug']",Negative,Negative,Positive,Negative
